       x;        y;       s;         m
 890.500;   1138.0;     2.0;   5.012
 869.000;   1138.5;     2.0;   5.285
 922.000;   1139.5;     2.0;   5.706
 928.000;   1139.5;     2.0;   5.770
 209.500;   1140.0;     2.0;   9.502
 822.000;   1140.5;     2.0;   5.002
 764.000;   1141.0;     2.0;   5.434
 984.000;   1141.0;     2.0;   7.320
 207.000;   1142.0;     2.0;   6.608
 984.500;   1146.0;     2.0;   7.402
 721.000;   1148.5;     2.0;   5.649
 206.500;   1149.0;     2.0;   7.020
 984.500;   1149.0;     2.0;   7.150
 856.500;   1154.5;     2.0;   5.571
 859.500;   1154.5;     2.0;   5.125
 878.000;   1154.5;     2.0;   5.904
 984.500;   1154.5;     2.0;   7.862
 814.500;   1155.5;     2.0;   6.839
 862.000;   1155.5;     2.0;   6.115
 784.000;   1156.0;     2.0;   5.904
 707.500;   1157.0;     2.0;   6.007
 811.500;   1157.0;     2.0;   5.541
 817.500;   1157.0;     2.0;   6.606
 753.500;   1157.5;     2.0;   5.299
 800.500;   1157.5;     2.0;   5.363
 725.000;   1158.0;     2.0;   5.212
 787.000;   1158.0;     2.0;   5.857
 856.000;   1158.5;     2.0;   6.430
 859.500;   1158.5;     2.0;   6.584
 820.500;   1159.0;     2.0;   6.551
 853.000;   1160.0;     2.0;   7.029
 827.000;   1160.5;     2.0;   6.891
 836.500;   1160.5;     2.0;   6.000
 209.500;   1161.0;     2.0;   9.058
 715.500;   1161.5;     2.0;   9.166
 684.000;   1162.0;     2.0;   8.831
 721.000;   1162.0;     2.0;   8.160
 731.000;   1162.5;     2.0;   6.120
 744.000;   1162.5;     2.0;   8.039
 747.500;   1162.5;     2.0;   5.842
 752.000;   1162.5;     2.0;   8.169
 424.500;   1163.0;     2.0;   6.890
 441.500;   1163.0;     2.0;   6.381
 453.000;   1163.0;     2.0;   6.661
 460.500;   1163.0;     2.0;   7.580
 466.000;   1163.0;     2.0;   7.201
 471.500;   1163.0;     2.0;   6.480
 734.000;   1163.0;     2.0;   6.669
 757.500;   1163.0;     2.0;   7.121
 794.000;   1163.0;     2.0;   5.978
 412.500;   1163.5;     2.0;   6.501
 439.000;   1163.5;     2.0;   6.138
 502.500;   1163.5;     2.0;   6.242
 521.500;   1163.5;     2.0;   5.357
 538.000;   1163.5;     2.0;   6.878
 570.000;   1163.5;     2.0;   8.166
 593.000;   1163.5;     2.0;   8.111
 598.500;   1163.5;     2.0;   7.769
 607.000;   1163.5;     2.0;   5.568
 614.500;   1163.5;     2.0;   6.170
 800.500;   1163.5;     2.0;   5.771
 813.500;   1163.5;     2.0;   7.361
 402.500;   1164.0;     2.0;   6.266
 543.000;   1164.0;     2.0;   6.669
 586.500;   1164.0;     2.0;   6.085
 588.500;   1164.0;     2.0;   5.799
 834.500;   1164.0;     2.0;   5.825
 843.000;   1164.0;     2.0;   5.773
 862.000;   1164.0;     2.0;   7.871
 984.000;   1164.0;     2.0;   8.614
 368.000;   1164.5;     2.0;   5.963
 378.000;   1164.5;     2.0;   6.161
 386.500;   1164.5;     2.0;   6.952
 393.000;   1164.5;     2.0;   7.147
 677.000;   1164.5;     2.0;   7.057
 681.500;   1164.5;     2.0;   7.397
 692.000;   1164.5;     2.0;   7.862
 702.000;   1164.5;     2.0;   7.116
 714.500;   1164.5;     2.0;   7.380
 880.000;   1164.5;     2.0;   7.607
 363.000;   1165.0;     2.0;   5.990
 464.000;   1165.0;     2.0;   6.678
 481.000;   1165.0;     2.0;   6.112
 627.000;   1165.0;     2.0;   7.357
 636.000;   1165.0;     2.0;   7.194
 642.500;   1165.0;     2.0;   7.070
 646.500;   1165.0;     2.0;   6.837
 652.000;   1165.0;     2.0;   6.791
 657.500;   1165.0;     2.0;   7.178
 670.500;   1165.0;     2.0;   6.701
 732.500;   1165.0;     2.0;   6.867
 737.000;   1165.0;     2.0;   6.942
 743.000;   1165.0;     2.0;   8.312
 750.000;   1165.0;     2.0;   7.531
 416.500;   1165.5;     2.0;   6.443
 452.500;   1165.5;     2.0;   5.799
 458.500;   1165.5;     2.0;   6.441
 469.000;   1165.5;     2.0;   6.442
 475.500;   1165.5;     2.0;   7.338
 487.500;   1165.5;     2.0;   6.208
 604.000;   1165.5;     2.0;   6.530
 612.500;   1165.5;     2.0;   6.267
 619.500;   1165.5;     2.0;   7.161
 760.500;   1165.5;     2.0;   6.242
 771.500;   1165.5;     2.0;   6.681
 780.500;   1165.5;     2.0;   7.009
 785.000;   1165.5;     2.0;   6.713
 788.500;   1165.5;     2.0;   6.495
 934.500;   1165.5;     2.0;   5.873
 350.500;   1166.0;     2.0;   5.560
 446.500;   1166.0;     2.0;   5.207
 563.000;   1166.0;     2.0;   5.203
 572.500;   1166.0;     2.0;   6.385
 578.500;   1166.0;     2.0;   6.388
 209.500;   1166.5;     2.0;   8.960
 320.000;   1166.5;     2.0;   6.754
 391.000;   1166.5;     2.0;   5.676
 407.500;   1166.5;     2.0;   6.437
 827.000;   1166.5;     2.0;   7.310
 865.000;   1166.5;     2.0;   7.314
 315.000;   1167.0;     2.0;   7.303
 326.000;   1167.0;     2.0;   6.483
 332.000;   1167.0;     2.0;   7.380
 877.000;   1167.0;     2.0;   6.148
 882.500;   1167.0;     2.0;   7.413
 307.000;   1167.5;     2.0;   6.584
 913.500;   1168.0;     2.0;   6.377
 309.500;   1169.5;     2.0;   6.411
 312.500;   1169.5;     2.0;   5.677
 324.000;   1169.5;     2.0;   6.441
 273.500;   1170.0;     2.0;   6.843
 304.000;   1170.0;     2.0;   6.180
 306.000;   1170.0;     2.0;   6.151
 300.500;   1170.5;     2.0;   6.622
 985.000;   1171.0;     2.0;   5.581
 260.000;   1171.5;     2.0;   5.093
 284.000;   1171.5;     2.0;   6.007
 207.500;   1172.0;     2.0;   6.927
 277.500;   1172.0;     2.0;   6.043
 271.500;   1172.5;     2.0;   5.287
 251.500;   1173.0;     2.0;   6.815
 234.500;   1173.5;     2.0;   5.950
 210.500;   1174.0;     2.0;  12.952
 218.000;   1175.0;     2.0;   6.912
 230.000;   1176.5;     2.0;   6.144
 233.000;   1176.5;     2.0;   6.229
 226.500;   1177.0;     2.0;   5.698
 215.500;   1177.5;     2.0;   6.532
 448.000;     23.0;     2.4;   5.239
 456.000;     82.0;     2.4;   5.001
 552.000;    142.0;     2.4;   5.182
 398.000;    156.0;     2.4;   5.492
 402.000;    159.0;     2.4;   5.863
 538.000;    168.0;     2.4;   5.506
 381.000;    178.0;     2.4;   6.029
 384.000;    180.0;     2.4;   5.406
 266.000;    389.0;     2.4;   5.319
 858.000;    390.0;     2.4;   6.313
 864.000;    390.0;     2.4;   7.545
 824.000;    391.0;     2.4;   7.730
 909.000;    391.0;     2.4;   7.804
 809.000;    392.0;     2.4;   8.197
 818.000;    392.0;     2.4;   7.539
 932.000;    392.0;     2.4;   7.588
 861.000;    393.0;     2.4;   8.755
 827.000;    394.0;     2.4;   7.594
 844.000;    394.0;     2.4;   7.501
 958.000;    394.0;     2.4;   8.425
 919.000;    395.0;     2.4;   8.386
 924.000;    395.0;     2.4;   7.903
 937.000;    396.0;     2.4;   8.826
 944.000;    396.0;     2.4;   8.992
 982.000;    396.0;     2.4;   7.704
 496.000;    397.0;     2.4;   5.457
 516.000;    397.0;     2.4;   6.711
 756.000;    397.0;     2.4;   7.648
 785.000;    397.0;     2.4;   8.224
 951.000;    397.0;     2.4;   8.328
 472.000;    398.0;     2.4;   6.730
 778.000;    398.0;     2.4;   8.116
 962.000;    398.0;     2.4;   8.093
 562.000;    399.0;     2.4;   6.644
1005.000;    399.0;     2.4;   7.403
 514.000;    400.0;     2.4;   8.054
 572.000;    400.0;     2.4;   6.679
 738.000;    400.0;     2.4;   6.347
 985.000;    400.0;     2.4;   8.189
1012.000;    400.0;     2.4;   8.363
 489.000;    401.0;     2.4;   8.954
 993.000;    401.0;     2.4;   8.248
1021.000;    401.0;     2.4;   9.208
1002.000;    402.0;     2.4;   7.880
1008.000;    402.0;     2.4;   8.917
1027.000;    402.0;     2.4;   7.625
 741.000;    403.0;     2.4;   9.060
 724.000;    404.0;     2.4;   6.866
1018.000;    404.0;     2.4;   8.897
 735.000;    405.0;     2.4;   7.863
1024.000;    405.0;     2.4;   8.751
 321.000;    406.0;     2.4;   5.089
 581.000;    406.0;     2.4;   5.593
 715.000;    406.0;     2.4;   7.319
 728.000;    406.0;     2.4;   8.764
1042.000;    406.0;     2.4;   6.398
 720.000;    407.0;     2.4;   8.441
1032.000;    407.0;     2.4;   8.135
1038.000;    408.0;     2.4;   8.217
1049.000;    408.0;     2.4;   8.388
 712.000;    410.0;     2.4;   8.217
1048.000;    411.0;     2.4;   8.323
1057.000;    411.0;     2.4;   7.853
 321.000;    413.0;     2.4;   5.544
 693.000;    413.0;     2.4;   6.742
 697.000;    415.0;     2.4;   7.675
 695.000;    416.0;     2.4;   7.707
1061.000;    416.0;     2.4;   8.542
1070.000;    421.0;     2.4;   8.261
1074.000;    423.0;     2.4;   8.441
 529.000;    424.0;     2.4;   9.676
 477.000;    425.0;     2.4;   8.033
 536.000;    425.0;     2.4;  11.603
 673.000;    425.0;     2.4;   8.624
 668.000;    427.0;     2.4;   8.300
1090.000;    428.0;     2.4;   8.615
 458.000;    430.0;     2.4;   8.095
 538.000;    430.0;     2.4;  10.749
 574.000;    432.0;     2.4;   8.126
1090.000;    432.0;     2.4;  10.321
 544.000;    433.0;     2.4;   7.779
 459.000;    436.0;     2.4;   7.308
 639.000;    437.0;     2.4;   5.597
1105.000;    439.0;     2.4;   7.656
 548.000;    440.0;     2.4;   8.817
 576.000;    440.0;     2.4;   6.914
 641.000;    440.0;     2.4;   8.413
1101.000;    440.0;     2.4;   9.914
 459.000;    443.0;     2.4;   8.637
 628.000;    443.0;     2.4;   6.850
 630.000;    446.0;     2.4;   7.975
 550.000;    447.0;     2.4;   8.032
 572.000;    449.0;     2.4;   7.522
 624.000;    449.0;     2.4;   8.927
 575.000;    451.0;     2.4;   6.113
 551.000;    453.0;     2.4;   8.529
 607.000;    454.0;     2.4;   8.517
 615.000;    454.0;     2.4;   8.550
1122.000;    456.0;     2.4;   7.444
 609.000;    457.0;     2.4;   9.280
1110.000;    458.0;     2.4;   6.045
 553.000;    459.0;     2.4;   8.513
1121.000;    460.0;     2.4;  10.299
1126.000;    461.0;     2.4;   7.939
1130.000;    465.0;     2.4;   8.655
1126.000;    466.0;     2.4;   9.917
 323.000;    467.0;     2.4;   6.172
 573.000;    467.0;     2.4;   5.487
 227.000;    468.0;     2.4;   6.138
 592.000;    471.0;     2.4;  15.345
 231.000;    472.0;     2.4;   8.967
 239.000;    472.0;     2.4;  10.319
 588.000;    473.0;     2.4;   7.940
1142.000;    476.0;     2.4;   7.685
 577.000;    479.0;     2.4;   8.232
 842.000;    479.0;     2.4;   5.040
 751.000;    484.0;     2.4;   5.935
 780.000;    484.0;     2.4;   5.112
 804.000;    485.0;     2.4;   5.705
 598.000;    486.0;     2.4;  10.320
 776.000;    486.0;     2.4;   5.384
 750.000;    491.0;     2.4;   5.728
 787.000;    491.0;     2.4;   5.195
 794.000;    491.0;     2.4;   5.088
 131.000;    492.0;     2.4;   6.033
 510.000;    494.0;     2.4;   5.416
 516.000;    494.0;     2.4;   5.942
 526.000;    494.0;     2.4;   5.459
 533.000;    494.0;     2.4;   5.832
 552.000;    494.0;     2.4;   6.043
 463.000;    495.0;     2.4;   5.033
 561.000;    495.0;     2.4;   6.225
 575.000;    495.0;     2.4;   6.149
1144.000;    496.0;     2.4;   7.758
1139.000;    497.0;     2.4;  11.550
 158.000;    498.0;     2.4;  10.746
 188.000;    498.0;     2.4;  10.882
 552.000;    498.0;     2.4;  11.545
 135.000;    499.0;     2.4;   5.532
 166.000;    499.0;     2.4;   9.960
 173.000;    499.0;     2.4;  11.544
 180.000;    499.0;     2.4;  10.302
 534.000;    499.0;     2.4;  10.930
 546.000;    499.0;     2.4;  10.337
 563.000;    499.0;     2.4;  11.768
 749.000;    499.0;     2.4;   5.195
 149.000;    500.0;     2.4;   5.567
 154.000;    500.0;     2.4;   5.790
 184.000;    500.0;     2.4;   5.713
 326.000;    500.0;     2.4;   5.320
 500.000;    500.0;     2.4;   8.131
 527.000;    500.0;     2.4;  11.033
 855.000;    500.0;     2.4;   5.084
 161.000;    501.0;     2.4;   5.799
 169.000;    501.0;     2.4;   5.730
 177.000;    501.0;     2.4;   6.192
 479.000;    501.0;     2.4;   5.916
 486.000;    501.0;     2.4;   7.892
 794.000;    501.0;     2.4;   5.613
 251.000;    502.0;     2.4;   5.990
 530.000;    502.0;     2.4;   6.829
 549.000;    502.0;     2.4;   7.359
 555.000;    502.0;     2.4;   7.270
1138.000;    502.0;     2.4;   6.746
 542.000;    503.0;     2.4;   5.650
 182.000;    504.0;     2.4;  11.302
 540.000;    504.0;     2.4;   5.748
 828.000;    504.0;     2.4;   5.825
 161.000;    507.0;     2.4;   5.221
 496.000;    507.0;     2.4;   8.803
 530.000;    507.0;     2.4;  11.421
 855.000;    507.0;     2.4;   5.080
 159.000;    508.0;     2.4;   5.237
 166.000;    508.0;     2.4;   6.489
 250.000;    508.0;     2.4;   5.670
 476.000;    508.0;     2.4;   6.652
 794.000;    508.0;     2.4;   5.164
 172.000;    509.0;     2.4;   5.339
 533.000;    509.0;     2.4;   6.002
 539.000;    509.0;     2.4;   6.989
 551.000;    509.0;     2.4;   6.980
 776.000;    509.0;     2.4;   5.133
 545.000;    510.0;     2.4;   7.453
 162.000;    511.0;     2.4;  10.457
1117.000;    511.0;     2.4;   9.409
 168.000;    512.0;     2.4;  10.353
 175.000;    512.0;     2.4;  11.208
 264.000;    512.0;     2.4;   5.759
 553.000;    512.0;     2.4;  10.337
 638.000;    512.0;     2.4;   5.078
 541.000;    513.0;     2.4;   9.799
 887.000;    514.0;     2.4;   5.085
 172.000;    515.0;     2.4;   5.580
 201.000;    515.0;     2.4;   5.071
 544.000;    515.0;     2.4;   5.788
 913.000;    515.0;     2.4;   5.031
 474.000;    516.0;     2.4;   5.366
 481.000;    516.0;     2.4;   7.761
 621.000;    516.0;     2.4;   7.731
 163.000;    517.0;     2.4;   9.445
 537.000;    517.0;     2.4;   5.374
 169.000;    518.0;     2.4;  10.699
 465.000;    518.0;     2.4;   5.118
 550.000;    519.0;     2.4;  10.134
 628.000;    519.0;     2.4;   9.421
1103.000;    519.0;     2.4;  10.458
 166.000;    521.0;     2.4;   6.371
 547.000;    522.0;     2.4;   6.770
 329.000;    523.0;     2.4;   5.971
 480.000;    523.0;     2.4;   7.486
 540.000;    524.0;     2.4;   5.402
1101.000;    524.0;     2.4;   7.116
 170.000;    525.0;     2.4;  11.478
1091.000;    525.0;     2.4;   7.329
 544.000;    526.0;     2.4;  10.364
 550.000;    526.0;     2.4;   9.512
 470.000;    528.0;     2.4;   5.148
 477.000;    528.0;     2.4;   5.591
 634.000;    529.0;     2.4;   5.513
1064.000;    529.0;     2.4;   5.033
1082.000;    529.0;     2.4;   8.689
 636.000;    530.0;     2.4;   5.209
 547.000;    532.0;     2.4;   9.796
 917.000;    532.0;     2.4;   5.903
1059.000;    533.0;     2.4;  12.232
1065.000;    533.0;     2.4;  11.214
 735.000;    534.0;     2.4;   5.361
 331.000;    535.0;     2.4;   5.931
 675.000;    535.0;     2.4;   6.087
 169.000;    536.0;     2.4;  10.882
1074.000;    536.0;     2.4;   5.570
1069.000;    537.0;     2.4;   5.592
 144.000;    538.0;     2.4;   6.939
 498.000;    538.0;     2.4;  19.281
 549.000;    538.0;     2.4;   9.126
1057.000;    538.0;     2.4;  14.769
1090.000;    538.0;     2.4;   6.233
 522.000;    540.0;     2.4;  14.548
 836.000;    541.0;     2.4;   5.481
 170.000;    542.0;     2.4;  13.128
 803.000;    542.0;     2.4;   5.171
 848.000;    542.0;     2.4;   5.190
1045.000;    542.0;     2.4;   6.465
 925.000;    543.0;     2.4;   6.708
 932.000;    543.0;     2.4;   5.289
 697.000;    544.0;     2.4;   6.311
 703.000;    544.0;     2.4;   6.159
 763.000;    544.0;     2.4;   5.051
 954.000;    544.0;     2.4;   5.340
1054.000;    545.0;     2.4;   5.868
1061.000;    546.0;     2.4;   8.117
 333.000;    548.0;     2.4;   7.022
 136.000;    551.0;     2.4;  10.303
1106.000;    551.0;     2.4;   8.281
1102.000;    552.0;     2.4;   9.179
  78.000;    554.0;     2.4;   6.831
  84.000;    554.0;     2.4;   6.461
  89.000;    554.0;     2.4;   6.230
  99.000;    554.0;     2.4;   6.194
 109.000;    554.0;     2.4;   5.670
 511.000;    557.0;     2.4;  14.975
1113.000;    558.0;     2.4;   7.786
 492.000;    560.0;     2.4;  15.904
 515.000;    560.0;     2.4;   5.121
 513.000;    561.0;     2.4;   5.062
 511.000;    562.0;     2.4;   5.129
 531.000;    563.0;     2.4;  11.367
 491.000;    564.0;     2.4;   6.053
 516.000;    564.0;     2.4;  14.045
 663.000;    564.0;     2.4;   6.903
 487.000;    565.0;     2.4;  12.332
 505.000;    565.0;     2.4;  13.698
 138.000;    567.0;     2.4;   6.029
 536.000;    567.0;     2.4;  12.026
 659.000;    567.0;     2.4;   5.299
 667.000;    567.0;     2.4;   5.279
 209.000;    568.0;     2.4;  11.686
 214.000;    568.0;     2.4;  10.569
 670.000;    568.0;     2.4;   6.039
 339.000;    571.0;     2.4;   5.754
 520.000;    571.0;     2.4;  14.266
 503.000;    572.0;     2.4;  14.846
 654.000;    572.0;     2.4;   5.556
1120.000;    574.0;     2.4;   9.436
 519.000;    575.0;     2.4;   5.594
 625.000;    575.0;     2.4;   7.013
 645.000;    575.0;     2.4;   5.715
 503.000;    576.0;     2.4;   5.997
 612.000;    576.0;     2.4;   6.300
 609.000;    577.0;     2.4;   6.070
 628.000;    577.0;     2.4;   6.986
 521.000;    579.0;     2.4;  12.896
 204.000;    580.0;     2.4;   6.131
 503.000;    580.0;     2.4;  14.108
 611.000;    580.0;     2.4;   8.464
 199.000;    581.0;     2.4;  13.531
 220.000;    581.0;     2.4;  13.081
 463.000;    581.0;     2.4;  10.307
 245.000;    582.0;     2.4;   5.943
1127.000;    582.0;     2.4;   9.984
 208.000;    583.0;     2.4;  15.925
 615.000;    583.0;     2.4;   5.407
 143.000;    584.0;     2.4;   7.618
 466.000;    584.0;     2.4;   5.287
 607.000;    584.0;     2.4;   9.277
 613.000;    584.0;     2.4;   5.279
1128.000;    584.0;     2.4;   9.869
 518.000;    585.0;     2.4;  12.058
 232.000;    586.0;     2.4;   5.232
 463.000;    586.0;     2.4;  10.626
 474.000;    586.0;     2.4;   6.105
 506.000;    586.0;     2.4;  12.998
 546.000;    586.0;     2.4;   8.567
 635.000;    587.0;     2.4;   6.352
 207.000;    588.0;     2.4;   5.385
 242.000;    588.0;     2.4;   6.003
 631.000;    588.0;     2.4;   6.478
 174.000;    589.0;     2.4;  10.360
 245.000;    591.0;     2.4;   6.187
1142.000;    591.0;     2.4;   7.324
 172.000;    592.0;     2.4;   5.685
 512.000;    592.0;     2.4;  12.593
 543.000;    592.0;     2.4;   7.570
1138.000;    592.0;     2.4;  10.680
 163.000;    593.0;     2.4;  10.055
 280.000;    593.0;     2.4;   5.424
 241.000;    594.0;     2.4;   7.413
 245.000;    595.0;     2.4;   5.490
 175.000;    596.0;     2.4;   9.828
 347.000;    596.0;     2.4;   6.003
1144.000;    596.0;     2.4;   8.123
 165.000;    597.0;     2.4;   5.931
 541.000;    598.0;     2.4;   8.457
 603.000;    598.0;     2.4;  14.436
 161.000;    599.0;     2.4;   8.597
 176.000;    600.0;     2.4;   5.793
 241.000;    600.0;     2.4;   6.200
 179.000;    602.0;     2.4;  10.920
 234.000;    602.0;     2.4;   8.488
 163.000;    603.0;     2.4;   6.153
 537.000;    603.0;     2.4;   9.289
 168.000;    604.0;     2.4;   6.860
 175.000;    605.0;     2.4;   6.930
 241.000;    605.0;     2.4;   8.381
 354.000;    605.0;     2.4;   6.241
 160.000;    606.0;     2.4;   9.764
 606.000;    606.0;     2.4;   8.813
 181.000;    607.0;     2.4;   5.081
1157.000;    607.0;     2.4;   8.808
 172.000;    608.0;     2.4;   9.190
 232.000;    608.0;     2.4;   7.503
 465.000;    608.0;     2.4;   7.940
 480.000;    608.0;     2.4;   6.040
 536.000;    608.0;     2.4;   5.531
 542.000;    608.0;     2.4;   5.430
 557.000;    608.0;     2.4;   8.259
 280.000;    609.0;     2.4;   5.191
 352.000;    609.0;     2.4;   9.369
 659.000;    609.0;     2.4;   5.130
 161.000;    610.0;     2.4;   5.308
 168.000;    610.0;     2.4;   5.426
 185.000;    610.0;     2.4;  10.387
 532.000;    610.0;     2.4;  10.137
 563.000;    610.0;     2.4;   7.066
 712.000;    610.0;     2.4;   5.267
 166.000;    611.0;     2.4;   5.519
 181.000;    611.0;     2.4;   5.728
 539.000;    611.0;     2.4;   8.816
 608.000;    611.0;     2.4;   8.906
 172.000;    612.0;     2.4;   5.087
 157.000;    613.0;     2.4;  10.149
 328.000;    613.0;     2.4;   6.941
 175.000;    614.0;     2.4;   9.267
 271.000;    614.0;     2.4;   5.302
 534.000;    614.0;     2.4;   5.647
 143.000;    615.0;     2.4;   7.275
 532.000;    615.0;     2.4;   5.437
 548.000;    615.0;     2.4;   5.029
 741.000;    615.0;     2.4;   6.472
 181.000;    616.0;     2.4;   9.725
 188.000;    616.0;     2.4;  10.635
 557.000;    616.0;     2.4;   8.819
 719.000;    616.0;     2.4;   5.193
 160.000;    617.0;     2.4;   6.046
 482.000;    617.0;     2.4;   6.194
 488.000;    617.0;     2.4;   7.049
1155.000;    617.0;     2.4;   7.905
 166.000;    618.0;     2.4;   5.942
 171.000;    618.0;     2.4;   5.656
 177.000;    618.0;     2.4;   5.492
 228.000;    618.0;     2.4;   6.657
 529.000;    618.0;     2.4;   9.761
 535.000;    618.0;     2.4;   8.497
 179.000;    620.0;     2.4;   5.018
 187.000;    620.0;     2.4;   6.212
 804.000;    620.0;     2.4;   5.222
1144.000;    621.0;     2.4;   5.989
 176.000;    622.0;     2.4;  10.562
 184.000;    622.0;     2.4;   9.747
 236.000;    622.0;     2.4;   7.547
 536.000;    622.0;     2.4;   5.754
1142.000;    622.0;     2.4;   5.712
 191.000;    623.0;     2.4;  11.551
 529.000;    623.0;     2.4;   5.266
 628.000;    623.0;     2.4;   5.612
 159.000;    624.0;     2.4;   5.941
 479.000;    624.0;     2.4;   5.185
 486.000;    624.0;     2.4;   5.306
 493.000;    624.0;     2.4;   7.580
 729.000;    624.0;     2.4;   5.403
 144.000;    625.0;     2.4;   6.700
 164.000;    625.0;     2.4;   6.015
 226.000;    625.0;     2.4;   6.459
 231.000;    625.0;     2.4;   5.133
 525.000;    625.0;     2.4;  11.337
 751.000;    625.0;     2.4;   5.099
 532.000;    626.0;     2.4;   9.776
 538.000;    626.0;     2.4;   7.573
 161.000;    628.0;     2.4;   8.385
 179.000;    628.0;     2.4;   8.348
 222.000;    628.0;     2.4;  12.960
 186.000;    629.0;     2.4;  10.604
 193.000;    629.0;     2.4;   9.754
 236.000;    629.0;     2.4;   9.239
 355.000;    630.0;     2.4;   5.244
 367.000;    632.0;     2.4;  13.274
 294.000;    634.0;     2.4;   5.512
 247.000;    635.0;     2.4;   6.071
 344.000;    636.0;     2.4;   5.234
 554.000;    636.0;     2.4;   8.043
 592.000;    636.0;     2.4;   8.189
 599.000;    636.0;     2.4;   8.070
 605.000;    636.0;     2.4;   8.487
 614.000;    636.0;     2.4;   8.820
 622.000;    636.0;     2.4;   8.243
 635.000;    636.0;     2.4;  15.211
 647.000;    636.0;     2.4;   5.011
 566.000;    637.0;     2.4;   8.620
 572.000;    637.0;     2.4;   8.855
 577.000;    637.0;     2.4;   7.301
 150.000;    638.0;     2.4;   9.902
1106.000;    639.0;     2.4;   7.272
 242.000;    640.0;     2.4;   9.732
 581.000;    640.0;     2.4;   7.730
 640.000;    640.0;     2.4;   6.042
 560.000;    641.0;     2.4;   7.375
 164.000;    645.0;     2.4;   7.903
 202.000;    645.0;     2.4;   8.488
 213.000;    645.0;     2.4;  10.748
 527.000;    646.0;     2.4;   7.166
 864.000;    646.0;     2.4;   8.356
 519.000;    647.0;     2.4;   7.011
 162.000;    648.0;     2.4;   5.422
 230.000;    648.0;     2.4;   9.588
 673.000;    648.0;     2.4;   9.400
 848.000;    648.0;     2.4;   7.369
 796.000;    650.0;     2.4;   7.703
 950.000;    650.0;     2.4;  12.350
 956.000;    650.0;     2.4;  11.509
 966.000;    650.0;     2.4;  11.466
 356.000;    651.0;     2.4;   5.564
 616.000;    651.0;     2.4;   7.225
 643.000;    651.0;     2.4;   6.667
 743.000;    651.0;     2.4;   9.379
 673.000;    652.0;     2.4;   9.465
 679.000;    652.0;     2.4;   9.088
 687.000;    652.0;     2.4;   9.027
 699.000;    652.0;     2.4;   8.808
 979.000;    652.0;     2.4;  10.879
1081.000;    652.0;     2.4;   7.721
 954.000;    653.0;     2.4;   6.857
1090.000;    656.0;     2.4;   5.948
 254.000;    658.0;     2.4;   5.216
 213.000;    662.0;     2.4;   5.306
 209.000;    664.0;     2.4;   5.898
 213.000;    667.0;     2.4;   5.365
 868.000;    667.0;     2.4;   6.930
 868.000;    673.0;     2.4;   7.373
 213.000;    674.0;     2.4;   6.920
 213.000;    680.0;     2.4;   6.230
 840.000;    680.0;     2.4;   5.153
 318.000;    685.0;     2.4;   5.315
 351.000;    688.0;     2.4;   5.269
 687.000;    688.0;     2.4;   5.157
 708.000;    688.0;     2.4;   5.335
 811.000;    689.0;     2.4;   5.555
 213.000;    690.0;     2.4;   7.191
 672.000;    692.0;     2.4;   5.051
 210.000;    693.0;     2.4;   8.359
 708.000;    694.0;     2.4;   5.574
 213.000;    696.0;     2.4;   8.560
 691.000;    696.0;     2.4;   5.867
 557.000;    697.0;     2.4;   5.040
 631.000;    697.0;     2.4;   5.055
 682.000;    697.0;     2.4;   6.160
 766.000;    697.0;     2.4;   5.859
 668.000;    698.0;     2.4;   5.256
 675.000;    698.0;     2.4;   5.246
 745.000;    699.0;     2.4;   5.330
 210.000;    700.0;     2.4;   5.777
 693.000;    700.0;     2.4;   5.066
 822.000;    703.0;     2.4;   5.101
 687.000;    705.0;     2.4;   5.639
 826.000;    705.0;     2.4;   6.311
 213.000;    706.0;     2.4;   8.066
 616.000;    707.0;     2.4;   5.129
 668.000;    707.0;     2.4;   5.992
 741.000;    708.0;     2.4;   5.523
 786.000;    708.0;     2.4;   5.147
 745.000;    710.0;     2.4;   5.703
 659.000;    711.0;     2.4;   5.027
 755.000;    711.0;     2.4;   5.957
 726.000;    712.0;     2.4;   5.359
 779.000;    713.0;     2.4;   5.064
 731.000;    715.0;     2.4;   5.639
 209.000;    716.0;     2.4;   5.247
 786.000;    716.0;     2.4;   5.520
 350.000;    717.0;     2.4;   5.563
 209.000;    719.0;     2.4;   5.186
 684.000;    719.0;     2.4;   5.625
 723.000;    719.0;     2.4;   5.803
 734.000;    719.0;     2.4;   5.901
 745.000;    719.0;     2.4;   6.612
 755.000;    719.0;     2.4;   5.980
 763.000;    720.0;     2.4;   5.143
 781.000;    720.0;     2.4;   6.026
 715.000;    721.0;     2.4;   6.327
 653.000;    722.0;     2.4;   5.278
 668.000;    722.0;     2.4;   5.052
 839.000;    722.0;     2.4;   6.608
 729.000;    723.0;     2.4;   6.098
 209.000;    724.0;     2.4;   5.138
 281.000;    724.0;     2.4;   5.413
 308.000;    724.0;     2.4;   5.280
 798.000;    726.0;     2.4;   5.363
 650.000;    727.0;     2.4;   6.559
 701.000;    727.0;     2.4;   5.803
 209.000;    729.0;     2.4;   7.017
 704.000;    730.0;     2.4;   6.180
 722.000;    730.0;     2.4;   5.645
 353.000;    731.0;     2.4;   5.521
 391.000;    731.0;     2.4;   5.572
 732.000;    731.0;     2.4;   6.038
 772.000;    731.0;     2.4;   5.491
